id,parent_id,tree_ids,level,code,name,sp,qp,elx,use_to,sku_ex
01395fef-1c87-4d28-b9bf-94d97e06d9f2,2b40b49b-58f6-4a34-bfe7-530a4ade9c01,"124e0720-882e-4958-bcf8-aab4fa33c49e,2b40b49b-58f6-4a34-bfe7-530a4ade9c01,01395fef-1c87-4d28-b9bf-94d97e06d9f2",3,IVDⅢ-2125,血小板抗体检测试剂,xxbktjcsj,xuexiaobankangtijianceshiji,1: ,1:临床上主要用于检测血小板抗体及血小板输注前交叉配型。 ,1: 
017488b3-1597-4fae-a150-742b50dbef46,75e82852-709a-44be-af16-6bc212f7129f,"7fede765-1206-43b1-b403-c5bbebf5bcb0,75e82852-709a-44be-af16-6bc212f7129f,017488b3-1597-4fae-a150-742b50dbef46",3,180109,子宫操纵器,zgczq,zigongcaozongqi,1:一般由不锈钢和高分子材料制成的棒状器械。无菌提供。 2:一般由不锈钢和高分子材料制成的棒状器械。非无菌提供。 ,1:在腹腔手术中作变动子宫体位用，也可用于控制、提升及清洗子宫。 2:在腹腔手术中作变动子宫体位用，也可用于控制、提升及清洗子宫。 ,1:一次性使用无菌子宫拨棒、一次性使用无菌子宫操纵器、一次性使用无菌举宫器 2:子宫拨棒、子宫操纵器、举宫器 
01764ee8-d9c2-4f07-8247-b4d5156a00fe,5d10eb10-9916-404a-abf5-af567aec02fc,"124e0720-882e-4958-bcf8-aab4fa33c49e,5d10eb10-9916-404a-abf5-af567aec02fc,01764ee8-d9c2-4f07-8247-b4d5156a00fe",3,IVDⅢ-7200,λ轻链检测试剂,λqljcsj,λqinglianjianceshiji,1: ,1:用于检测λ轻链，临床上用于多发性骨髓瘤的治疗监测。 ,1: 
0188dd1d-1b40-409c-80af-9c0f19983341,191b587a-d9d2-4b4f-91b4-d39ef1e5d4fc,"124e0720-882e-4958-bcf8-aab4fa33c49e,191b587a-d9d2-4b4f-91b4-d39ef1e5d4fc,0188dd1d-1b40-409c-80af-9c0f19983341",3,IVDⅡ-11647,参比液,cby,canbiye,1: ,1:与离子选择性电极模块（如血气分析仪或电解质分析仪）配套使用，用于为pH值、钾、钠、氯、锂离子等测定提供参比电位。 ,1: 
01bc7142-e798-478a-9815-8ab7a737dbbf,a48a95e9-e1ba-43a8-8f32-6c4a917ebe71,"5824d4c6-0f7f-4c02-a511-c1a4cf5b8945,a48a95e9-e1ba-43a8-8f32-6c4a917ebe71,01bc7142-e798-478a-9815-8ab7a737dbbf",3,170701,托槽,tc,tuocao,1:一般采用金属、陶瓷或高分子材料制成。通常带有槽沟、结扎翼，部分带有牵引钩。 ,1:用于正畸治疗中承接并转移矫形丝的矫形力。 ,1:正畸金属托槽、正畸树脂托槽、正畸陶瓷托槽、正畸陶瓷自锁托槽、旋转式自锁托槽、粘接剂预置金属正畸托槽、粘接剂预置自锁金属正畸托槽、粘接剂预置非金属正畸托槽、粘接剂预置正畸陶瓷托槽、正畸金属自锁托槽、滑盖式自锁托槽、粘接剂预置自锁非金属托槽、粘接剂预置正畸陶瓷自锁托槽 
02722418-7aca-45da-904c-c6d841f2fc13,21bce9b5-77d1-411d-8f49-a2649687cab1,"d3d8a6e0-24ed-4aee-b997-2094f32324c2,21bce9b5-77d1-411d-8f49-a2649687cab1,02722418-7aca-45da-904c-c6d841f2fc13",3,060701,超声脉冲回波成像设备,csmchbcxsb,chaoshengmaichonghuibochengxiangshebei,1:通常由探头（相控阵、线阵、凸阵、机械扇扫、三维探头、内窥镜探头等）、超声波发射/接收电路、信号处理和图像显示等部分组成的设备。利用超声脉冲回波原理，完成人体器官组织的成像。 2:通常由探头（相控阵、线阵、凸阵、机械扇扫、三维探头、内窥镜探头等）、超声波发射/接收电路、信号处理和图像显示等部分组成的设备。利用超声脉冲回波原理，完成人体器官组织的成像。 ,1:运用超声成像原理，对人体组织（如腹部等）或器官（如心脏等）进行成像供诊断使用。其中探头可经食道、血管内、术中经人体内部组织，和/或用于超声导航等领域。 2:运用超声成像原理，对人体组织（如腹部等）或器官（如心脏等）进行成像供诊断使用。其中探头经体表、直肠和阴道。 ,1:超声诊断系统、超声诊断仪、内镜超声诊断仪、血管内超声诊断系统、血管内超声诊断仪 2:超声诊断系统、超声诊断仪、鼻窦超声诊断仪、便携式超声诊断仪、超声膀胱扫描仪、皮肤超声诊断系统、全数字超声诊断系统、全数字超声诊断仪、推车式超声诊断仪、医用超声影像处理器、掌上超声诊断仪 
02a933eb-6233-49e5-8da7-82aa3c1d008e,d3d8a6e0-24ed-4aee-b997-2094f32324c2,"d3d8a6e0-24ed-4aee-b997-2094f32324c2,02a933eb-6233-49e5-8da7-82aa3c1d008e",2,0605,X射线附属及辅助设备,xsxfsjfzsb,xshexianfushujifuzhushebei,NULL,NULL,NULL
02b1079a-9c31-43e0-8d12-32a2a18a1f5c,d407fd7b-0a58-461a-838c-12569c60d68c,"124e0720-882e-4958-bcf8-aab4fa33c49e,d407fd7b-0a58-461a-838c-12569c60d68c,02b1079a-9c31-43e0-8d12-32a2a18a1f5c",3,IVDⅡ-3323,睾酮检测试剂,gtjcsj,gaotongjianceshiji,1: ,1:用于检测人体样本中睾酮的含量，临床上主要用于睾酮水平异常相关疾病的辅助诊断。 ,1: 
02c1facb-7d3c-4505-ba0a-fc9b3e5d3936,05d67a79-c3bf-44f8-a6ee-f3172e99cae2,"69de2045-d094-403c-a029-d7fa8026748e,05d67a79-c3bf-44f8-a6ee-f3172e99cae2,02c1facb-7d3c-4505-ba0a-fc9b3e5d3936",3,070202,呼吸热量监测设备,hxrljcsb,huxireliangjianceshebei,1:通常由主机、传感器、测量单元和显示器组成。 ,1:用于实时计算并显示患者呼气热量（焓）。 ,1:呼吸热量监测仪 
02ea07c9-5a3b-4754-a1d2-1c88579066e2,1e8ef24c-5d31-410f-a9e6-9be46e38e4cb,"0debe49f-4fff-4720-95b2-9c03cef5ecbe,1e8ef24c-5d31-410f-a9e6-9be46e38e4cb,02ea07c9-5a3b-4754-a1d2-1c88579066e2",3,140208,输液连接管路,syljgl,shuyelianjieguanlu,1:通常由输液管路、至少一个外圆锥鲁尔接头和一个内圆锥鲁尔接头组成。管路一般由聚氯乙烯或其他材料制成。无菌提供，一次性使用。 ,1:通过鲁尔接头与其他输液器械连接，实现两个器械间的管路连接后输注药液。 ,1:输液连接管路、输液延长管、微量输液延长管、避光输液延长管、泵用输液管路、压力输液管路、带流量设定微调装置的输液管路、避光输液管路、温液式输液管路、微量泵前管 
02f5ef96-1b0c-4b5b-8248-c620c23f54f3,8cf3e516-5984-4529-915b-7d8744ef8c47,"8cf3e516-5984-4529-915b-7d8744ef8c47,02f5ef96-1b0c-4b5b-8248-c620c23f54f3",2,1001,血液分离、处理、贮存设备,xyfl、cl、zcsb,xueyefenli、chuli、zhucunshebei,NULL,NULL,NULL
0326337a-89f0-485d-92e7-371d60ebf6fb,5fbc3e19-91e2-446d-b59d-8a39823e1f18,"2cd71824-b087-4f7a-972e-5438c4a006fe,5fbc3e19-91e2-446d-b59d-8a39823e1f18,0326337a-89f0-485d-92e7-371d60ebf6fb",3,110202,热空气灭菌器,rkqmjq,rekongqimiejunqi,1:通常由腔体、加热系统、控制系统等组成。工作原理是利用循环热空气的热能达到灭菌目的。 ,1:用于耐高温的医疗器械的灭菌。 ,1:热空气型干热灭菌器 
034f07ac-b4d3-4ee1-9ca5-cf78a599185a,69de2045-d094-403c-a029-d7fa8026748e,"69de2045-d094-403c-a029-d7fa8026748e,034f07ac-b4d3-4ee1-9ca5-cf78a599185a",2,0706,放射性核素诊断设备,fsxhszdsb,fangshexinghesuzhenduanshebei,NULL,NULL,NULL
03508633-c7c2-4def-b291-0edbf1ecc03e,cdcdf98b-c087-4319-a0f8-3d6e07b8cc87,"2cd71824-b087-4f7a-972e-5438c4a006fe,cdcdf98b-c087-4319-a0f8-3d6e07b8cc87,03508633-c7c2-4def-b291-0edbf1ecc03e",3,110401,紫外线消毒器,zwxxdq,ziwaixianxiaoduqi,1:通常由紫外线灯管、控制系统等组成。工作原理是利用紫外线灯管发出的紫外线，对医疗器械表面进行照射，使病原微生物灭活。 ,1:用于不耐热且耐受紫外线的医疗器械的消毒。 ,1:紫外线消毒器、紫外线消毒柜、紫外线消毒车 
035ca17f-2a66-48e2-a0c8-7f3ed8b7d96a,bba80536-c310-40b0-a17e-3debed1e8825,"124e0720-882e-4958-bcf8-aab4fa33c49e,bba80536-c310-40b0-a17e-3debed1e8825,035ca17f-2a66-48e2-a0c8-7f3ed8b7d96a",3,IVDⅡ-1290,特异性IgG抗体检测试剂,tyxiggktjcsj,teyixingiggkangtijianceshiji,1: ,1:用于检测人体样本中针对食物（如肉类、鱼类，玉米、海鲜、蔬菜）等的特异性IgG抗体水平。 ,1: 
037dadbb-e41c-40cb-bdff-9b0d0b998837,f9c28ab2-af77-4848-9b2c-1e388f8188a2,"124e0720-882e-4958-bcf8-aab4fa33c49e,f9c28ab2-af77-4848-9b2c-1e388f8188a2,037dadbb-e41c-40cb-bdff-9b0d0b998837",3,IVDⅡ-10571,耐万古霉素肠球菌鉴定培养基,nwgmscqjjdpyj,naiwangumeisuchangqiujunjiandingpeiyangji,1: ,1:用于检测万古霉素耐药肠球菌的选择性培养基。 ,1: 
039cba9e-b94b-4365-87b3-efce696341ba,22bdae67-bc6a-4605-80b1-6fb87e44a0c3,"6847378b-a279-41b0-b62b-1c9c9aa149a7,22bdae67-bc6a-4605-80b1-6fb87e44a0c3,039cba9e-b94b-4365-87b3-efce696341ba",3,130502,钙盐类骨填充植入物,gylgtczrw,gaiyanleigutianchongzhiruwu,1:通常由颗粒或非颗粒状产品组成。一般采用羟基磷灰石、磷酸钙、硫酸钙、生物玻璃或由以上物质组合制成，也可含有胶原蛋白[不含重组人骨形态发生蛋白质-2（rhBMP-2）]等材料。 ,1:用于填充四肢、脊柱、骨盆等部位由于创伤或手术造成的、不影响骨结构稳定性的骨缺损。 ,1:人工骨、骨修复材料、羟基磷灰石生物陶瓷、磷酸钙生物陶瓷、β-磷酸三钙人工骨、硫酸钙人工骨、胶原基骨修复材料、钙磷盐骨水泥、生物玻璃骨填充材料 
039fc084-3ff5-4f56-8f70-3b951a15a278,92b05e58-7eeb-4756-9a64-2ad8e14cf654,"850c1ff8-92b8-4a96-a767-c939db14d2d8,92b05e58-7eeb-4756-9a64-2ad8e14cf654,039fc084-3ff5-4f56-8f70-3b951a15a278",3,040702,开口用锥,kkyz,kaikouyongzhui,1:通常由头部和手柄组成，头部有截止设计。头部一般采用不锈钢材料制成。非无菌提供。无源产品。 ,1:用于骨科手术中在骨骼上开孔。 ,1:骨锥、开口锥、手锥 
03c44d05-0b7f-443d-973e-4aca0f354272,eba9a8ea-f34b-44fc-913a-d1ddfd29f7b1,"124e0720-882e-4958-bcf8-aab4fa33c49e,eba9a8ea-f34b-44fc-913a-d1ddfd29f7b1,03c44d05-0b7f-443d-973e-4aca0f354272",3,IVDⅡ-4344,天门冬氨酸氨基转移酶检测试剂,tmdasajzymjcsj,tianmendongansuananjizhuanyimeijianceshiji,1: ,1:用于检测人体样本中天冬氨酸氨基转移酶的活性，临床上主要用于病毒性肝炎、阻塞性黄疸、心肌梗死的辅助诊断。 ,1: 
03d30be9-3d8c-4000-bb1a-4e7fe35fc485,f6f8f539-6942-4805-8ee7-b55f18aa29dc,"0debe49f-4fff-4720-95b2-9c03cef5ecbe,f6f8f539-6942-4805-8ee7-b55f18aa29dc,03d30be9-3d8c-4000-bb1a-4e7fe35fc485",3,141201,造口护理及辅助器械,zkhljfzqx,zaokouhulijifuzhuqixie,1:通常为回肠、结肠、直肠或尿道造口的护理器械。产品接触完好皮肤和肠内腔。非无菌提供。 ,1:用于造口清洗、护理和排泄物的收集及造口周围皮肤护理。 ,1:造口袋、造口灌洗器、造口减压环、造口凸面嵌圈、造口护理用品、造口底盘、造口栓、防漏膏、造口护肤粉、造口皮肤保护剂 
03f1475c-0c2c-4833-b328-4440753389ae,83aeeeb2-ec3e-4636-8e75-d34cb25c5b27,"69de2045-d094-403c-a029-d7fa8026748e,83aeeeb2-ec3e-4636-8e75-d34cb25c5b27,03f1475c-0c2c-4833-b328-4440753389ae",3,070102,听诊器,tzq,tingzhenqi,1:通常由拾音器、信号处理模块和耳机组成。对收集的声音进行（频率）非线性放大。 2:通常由听诊头、导音管、耳挂组成。对收集的声音进行（频率）非线性放大； ,1:用于收集和放大从心脏、肺部、动脉、静脉和其他内脏器官处发出的声音。 2:用于收集和放大从心脏、肺部、动脉、静脉和其他内脏器官处发出的声音。 ,1:电子听诊器 2:单用听诊器、双用听诊器、医用听诊器、胎音听诊器 
04260f95-2cc1-4d7a-982a-36fc1cfcc3d7,d407fd7b-0a58-461a-838c-12569c60d68c,"124e0720-882e-4958-bcf8-aab4fa33c49e,d407fd7b-0a58-461a-838c-12569c60d68c,04260f95-2cc1-4d7a-982a-36fc1cfcc3d7",3,IVDⅡ-3341,促卵泡生成激素（FSH）检测试剂,clpscjs（fsh）jcsj,culuanpaoshengchengjisu（fsh）jianceshiji,1: ,1:用于检测人体样本中的促卵泡激素（FSH）含量，临床上主要用于卵巢疾病的辅助诊断。 ,1: 
042c243f-7312-4fcb-9fda-23fcf5b81b9b,5c463ace-c0d6-4b9d-9732-15517aae0429,"ec35fe44-8810-4cb1-9599-55eb96db009e,5c463ace-c0d6-4b9d-9732-15517aae0429,042c243f-7312-4fcb-9fda-23fcf5b81b9b",3,031328,房间隔穿刺鞘,fjgccq,fangjiangechuanciqiao,1:通常由导管鞘管、扩张器、导丝、带有穿刺功能的组件组成。无菌提供，一次性使用。 ,1:用于经房间隔将各种心血管导管插入左侧心脏。 ,1:房间隔穿刺鞘 
045c88f2-bfe1-40a6-9c1b-6c42aa15eb92,a42e83d5-bc43-4c52-b56a-7cdede9edf7e,"9913acda-27ce-432f-b521-593ff6874c29,a42e83d5-bc43-4c52-b56a-7cdede9edf7e,045c88f2-bfe1-40a6-9c1b-6c42aa15eb92",3,220901,干化学尿液分析仪器,ghxnyfxyq,ganhuaxueniaoyefenxiyiqi,1:通常由机械模块、光学模块、电路模块等组成。原理一般为反射光度法等。 ,1:与适配试剂配合使用，用来测量尿液中蛋白、葡萄糖、尿pH值、酮体、尿胆原、胆红素、亚硝酸盐等参数。 ,1:尿液分析仪、全自动尿液分析仪、干化学尿液分析仪、全自动干化学尿液分析仪、便携式尿液分析仪、半自动尿液分析仪、尿糖计 
04826c4f-ea0b-4aa4-8484-fc4c06e16a0b,0b5ba4d7-e87b-4d4b-b83d-e7e5d37900b5,"0b5ba4d7-e87b-4d4b-b83d-e7e5d37900b5,04826c4f-ea0b-4aa4-8484-fc4c06e16a0b",2,1504,患者位置固定辅助器械,hzwzgdfzqx,huanzheweizhigudingfuzhuqixie,NULL,NULL,NULL
04bf5054-d6a5-420b-862e-93596682fd3c,d762f149-5b01-4c2a-a5c4-4a48626d1058,"0debe49f-4fff-4720-95b2-9c03cef5ecbe,d762f149-5b01-4c2a-a5c4-4a48626d1058,04bf5054-d6a5-420b-862e-93596682fd3c",3,140403,无源止血带,wyzxd,wuyuanzhixuedai,1:通常分为捆扎型、卡扣型、松紧带粘贴型，加压压迫血管以达到止血目的。 2:通常由弹性带、扣盒、插件、手柄组成。一般采用高分子材料制成。非无菌提供。 ,1:用于临床静脉抽血、静脉穿刺的止血扎结及事故现场、战场救治四肢出血时进行止血处理。或用于四肢外科手术驱赶四肢中血液。 2:用于静脉输液或抽血时短暂阻断静脉回流。 ,1:桡动脉压迫止血带、医用止血带、一次性使用动脉压迫止血带、上肢气压止血带、压脉止血带、硅胶驱血带 2:一次性使用止血带、止血带 
04f78995-2839-4742-9b79-da1da72da477,43031f10-20af-4aa6-8e79-bf38b110ceea,"8a4524eb-6585-4925-9866-8daecb5a8a9d,43031f10-20af-4aa6-8e79-bf38b110ceea,04f78995-2839-4742-9b79-da1da72da477",3,210402,计算机辅助诊断/分析软件,jsjfzzd/fxrj,jisuanjifuzhuzhenduan/fenxiruanjian,1:通常由软件安装光盘（或者从网络下载安装程序）组成。利用影像处理和/或数据处理技术，由计算机软件对病变进行自动识别，对病变的性质等给出临床诊断治疗依据和/或建议。 2:通常由软件安装光盘（或者从网络下载安装程序）组成。对影像或者数据进行分析，给出临床参考值。 ,1:由计算机软件对病变进行自动识别，对病变的性质等给出临床诊断治疗依据和/或建议。 2:对影像或者数据进行分析，给出临床参考值。 ,1:乳腺X射线影像计算机辅助诊断软件、结肠计算机辅助诊断软件、肺部计算机辅助诊断软件、乳腺超声辅助诊断软件、肺结节CT影像辅助检测软件、糖尿病视网膜病变眼底图像辅助诊断软件、冠脉CT造影图像血管狭窄辅助分诊软件 2:骨密度计算机辅助检测软件 
04fa1599-92cf-420d-b345-0fbadb773e4c,135a8be7-f5bc-4842-94d4-27b6260bb57e,"135a8be7-f5bc-4842-94d4-27b6260bb57e,04fa1599-92cf-420d-b345-0fbadb773e4c",2,0501,放射治疗设备,fszlsb,fangshezhiliaoshebei,NULL,NULL,NULL
04fa855d-1ade-4a19-af7e-f525f17c145e,de18cba5-fa0b-4569-bb30-31b563088154,"7fede765-1206-43b1-b403-c5bbebf5bcb0,de18cba5-fa0b-4569-bb30-31b563088154,04fa855d-1ade-4a19-af7e-f525f17c145e",3,180502,妇科手术/检查床,fkss/jcc,fukeshoushu/jianchachuang,1:通常由台面、升降柱、底座、控制系统（控制台面调节）、升降立柱和电机组成。按传动原理可分为液压、机械和气动三种传动结构形式。有源产品。 2:通常由背板、臀板、腿板、传动部分组成。头、背、腿、台面可调节。有移动式和固定式两种，升降形式为机械升降式，体位调整均为人力操纵。无源产品。 ,1:用于妇科检查、诊治、手术。用以支撑患者身体，形成临床所需的体位。 2:用于妇科检查、诊治、手术。用以支撑患者身体，形成临床所需的体位。 ,1:电动妇产科手术床 2:妇科检查床、妇科检查椅、妇科诊疗台、产科诊疗台、产科诊疗床、妇科诊疗床 
0544661b-cc92-41e5-bbb1-3d6fbd69d9a8,,0544661b-cc92-41e5-bbb1-3d6fbd69d9a8,1,01,有源手术器械,yyssqx,youyuanshoushuqixie,"一、范围
本子目录包括以手术治疗为目的与有源相关的医疗器械，包括超声、激光、高频/射频、微波、冷冻、冲击波、手术导航及控制系统、手术照明设备、内窥镜手术用有源设备等医疗器械。
二、框架结构
本子目录按照产品预期用途和专业技术及功能特点进行层级排序，共划分为10个一级产品类别，在一级产品类别的基础上根据先设备后附件的形式设立二级产品类别共25个，列举120个品名举例。
本子目录包括2002版医疗器械分类目录中《6821医用电子仪器设备》《6822医用光学器具仪器及内窥镜设备》《6824医用激光仪器设备》《6825医用高频仪器设备》《6854手术室急救室诊疗室设备及器具》《6858医用冷疗低温冷藏设备及器具》和《〈6816烧伤（整形）科手术器械〉（部分）》，还包括了2012版医疗器械分类目录中《〈6823医用超声仪器及有关设备〉（部分）》。
三、其他说明
（一）医用激光光纤与激光治疗仪配套应用，传输激光器产生的能量，用于激光手术治疗。依据《关于一次性前列腺治疗套件等产品分类界定的通知》（国食药监械〔2008〕587号）和《国家食品药品监督管理局关于超声肿瘤治疗系统等17个产品分类界定的通知》（国食药监械〔2012〕36号）分类界定文件规定管理类别为二类，分类编码6824。因此将医用激光光纤纳入《01有源手术器械》目录中。
（二）射频消融设备用灌注泵，管理类别由第三类降为第二类。
（三）发光二极管（LED）手术照明灯，管理类别由第二类降为第一类。",NULL,NULL
0545b140-ea5c-40bc-9215-603aa2b47427,e3a511ba-cdda-489e-91a1-dba60db08975,"124e0720-882e-4958-bcf8-aab4fa33c49e,e3a511ba-cdda-489e-91a1-dba60db08975,0545b140-ea5c-40bc-9215-603aa2b47427",3,IVDⅡ-7403,二氧化碳检测试剂,eyhtjcsj,eryanghuatanjianceshiji,1: ,1:用于检测人体样本中二氧化碳的含量，临床上主要作为体内酸碱平衡的评价指标。 ,1: 
05574f86-0d08-4ddb-85e7-ef8901b35456,6847378b-a279-41b0-b62b-1c9c9aa149a7,"6847378b-a279-41b0-b62b-1c9c9aa149a7,05574f86-0d08-4ddb-85e7-ef8901b35456",2,1309,整形及普通外科植入物,zxjptwkzrw,zhengxingjiputongwaikezhiruwu,NULL,NULL,NULL
055fb946-dd9f-4352-9278-266725dd3cce,ec35fe44-8810-4cb1-9599-55eb96db009e,"ec35fe44-8810-4cb1-9599-55eb96db009e,055fb946-dd9f-4352-9278-266725dd3cce",2,0303,神经和心血管手术器械-钳,sjhxxgssqx-q,shenjinghexinxueguanshoushuqixie-qian,NULL,NULL,NULL
0567d445-d61e-47ac-9114-5933d26e5eca,8a1de681-40bb-488f-8f2e-a7656b902512,"124e0720-882e-4958-bcf8-aab4fa33c49e,8a1de681-40bb-488f-8f2e-a7656b902512,0567d445-d61e-47ac-9114-5933d26e5eca",3,IVDⅠ-2756,原位杂交用蛋白酶,ywzjydbm,yuanweizajiaoyongdanbaimei,1: ,1:用于组织或细胞样品，增强细胞膜的通透性。 ,1: 
